caseNumber,caseStatus,caseSubmitted,decisionDate,employerName,jobTitle,socCode,socTitle,fullTimePosition,wageFrom,wageTo,wageUnit,prevailingWage,pwUnit,worksiteCity,worksiteState,worksitePostalCode,annualizedWage,sourceFile
I-200-24236-290034,Certified,,2024-08-30T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,295000,,Year,179837,Year,San Francisco,CA,94110,295000,FY2024_Q4
I-200-24236-290048,Certified,,2024-08-30T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,360000,,Year,179837,Year,San Francisco,CA,94110,360000,FY2024_Q4
I-200-24249-317061,Certified,,2024-09-12T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (SWE),15-1252.00,Software Developers,Y,200000,,Year,130250,Year,San Francisco,CA,94110,200000,FY2024_Q4
I-200-24253-324463,Certified,,2024-09-16T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research & AI Systems),15-1221.00,Computer and Information Research Scientists,Y,440000,,Year,179837,Year,San Francisco,CA,94110,440000,FY2024_Q4
I-200-24253-324529,Certified,,2024-09-16T00:00:00,"OpenAI OpCo, LLC",Member of Program Staff,11-3021.00,Computer and Information Systems Managers,Y,340000,,Year,251576,Year,Bellevue,WA,98004,340000,FY2024_Q4
I-200-24260-341411,Certified,,2024-09-23T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,295000,,Year,179837,Year,San Francisco,CA,94110,295000,FY2024_Q4
I-200-24264-352003,Certified,,2024-09-26T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Design Engineer),15-1252.00,Software Developers,Y,245000,,Year,180960,Year,San Francisco,CA,94110,245000,FY2024_Q4
I-203-24236-289991,Certified,,2024-08-30T00:00:00,"OpenAI OpCo, LLC",Member of Communications Staff,27-3031.00,Public Relations Specialists,Y,192000,,Year,56326,Year,Austin,TX,78752,192000,FY2024_Q4
I-200-24269-365073,Certified,,2024-10-02T00:00:00,"OpenAI OpCo, LLC",Member of Program Staff,11-3021.00,Computer and Information Systems Managers,Y,270000,,Year,237120,Year,San Francisco,CA,94110,270000,FY2025_Q1
I-200-24271-371073,Certified,,2024-10-04T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,440000,,Year,243027,Year,San Francisco,CA,94110,440000,FY2025_Q1
I-200-24277-384782,Certified,,2024-10-10T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Scientist),15-1221.00,Computer and Information Research Scientists,Y,360000,,Year,179837,Year,San Francisco,CA,94110,360000,FY2025_Q1
I-200-24278-387533,Certified,,2024-10-11T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Scientist),15-1221.00,Computer and Information Research Scientists,Y,440000,,Year,179837,Year,San Francisco,CA,94110,440000,FY2025_Q1
I-200-24278-387673,Certified,,2024-10-11T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,360000,,Year,179837,Year,San Francisco,CA,94110,360000,FY2025_Q1
I-200-24290-412546,Certified,,2024-10-23T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Resident),15-1221.00,Computer and Information Research Scientists,Y,210000,,Year,148242,Year,San Francisco,CA,94110,210000,FY2025_Q1
I-200-24295-420837,Certified,,2024-10-28T00:00:00,"OpenAI OpCo, LLC",Member of Communications Staff,11-2032.00,Public Relations Managers,Y,216000,,Year,123261,Year,Los Angeles,CA,90027,216000,FY2025_Q1
I-200-24295-420848,Certified,,2024-10-28T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,360000,,Year,179837,Year,San Francisco,CA,94110,360000,FY2025_Q1
I-200-24310-455206,Certified,,2024-11-13T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (SWE),15-1252.00,Software Developers,Y,245000,,Year,155605,Year,San Francisco,CA,94110,245000,FY2025_Q1
I-200-24310-455331,Certified,,2024-11-13T00:00:00,"OpenAI OpCo, LLC",Member of Finance Staff,13-2051.00,Financial and Investment Analysts,Y,265000,,Year,171454,Year,San Francisco,CA,94110,265000,FY2025_Q1
I-200-24318-472324,Certified,,2024-11-20T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,245000,440000,Year,179837,Year,San Francisco,CA,94110,245000,FY2025_Q1
I-200-24318-472328,Certified,,2024-11-20T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Scientist),15-1221.00,Computer and Information Research Scientists,Y,245000,440000,Year,179837,Year,San Francisco,CA,94110,245000,FY2025_Q1
I-200-24318-472334,Certified,,2024-11-20T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (AI Systems Engineer),15-1252.00,Software Developers,Y,245000,440000,Year,155605,Year,San Francisco,CA,94110,245000,FY2025_Q1
I-200-24318-472347,Certified,,2024-11-20T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,245000,440000,Year,155605,Year,San Francisco,CA,94110,245000,FY2025_Q1
I-200-24327-495692,Certified,,2024-12-02T00:00:00,"OpenAI OpCo, LLC",Member of Support and Community Staff,15-1252.00,Software Developers,Y,235000,,Year,206315,Year,San Francisco,CA,94110,235000,FY2025_Q1
I-200-24327-495718,Certified,,2024-12-02T00:00:00,"OpenAI OpCo, LLC",Member of Data Science Staff,15-2051.00,Data Scientists,Y,385000,,Year,158642,Year,San Francisco,CA,94110,385000,FY2025_Q1
I-200-24342-525729,Certified,,2024-12-13T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,200000,,Year,155605,Year,San Francisco,CA,94110,200000,FY2025_Q1
I-200-24354-557720,Certified,,2024-12-30T00:00:00,"OpenAI OpCo, LLC",Member of Go To Market Staff,15-1299.09,Information Technology Project Managers,Y,280000,,Year,153046,Year,New York,NY,10012,280000,FY2025_Q1
I-203-24281-391123,Certified,,2024-10-15T00:00:00,"OpenAI OpCo, LLC",Member of Intelligence & Investigations Staff,15-1212.00,Information Security Analysts,Y,320000,,Year,157394,Year,San Francisco,CA,94110,320000,FY2025_Q1
I-203-24292-415702,Certified,,2024-10-24T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research & AI Systems),15-1221.00,Computer and Information Research Scientists,Y,295000,,Year,179837,Year,San Francisco,CA,94110,295000,FY2025_Q1
I-200-24358-568324,Certified,,2025-01-02T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,200000,,Year,155605,Year,San Francisco,CA,94110,200000,FY2025_Q2
I-200-24358-569131,Certified,,2025-01-02T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff,15-1221.00,Computer and Information Research Scientists,Y,530000,,Year,179837,Year,San Francisco,CA,94110,530000,FY2025_Q2
I-200-24359-570302,Certified,,2025-01-02T00:00:00,"OpenAI OpCo, LLC",Member of Go To Market Staff,15-1299.09,Information Technology Project Managers,Y,220000,,Year,105560,Year,San Francisco,CA,94110,220000,FY2025_Q2
I-200-25002-590322,Certified,,2025-01-10T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Security Engineer),15-1299.05,Information Security Engineers,Y,310000,,Year,105560,Year,San Francisco,CA,94110,310000,FY2025_Q2
I-200-25006-597375,Certified,,2025-01-14T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Hardware Engineer),17-2061.00,Computer Hardware Engineers,Y,360000,,Year,177986,Year,San Francisco,CA,94110,360000,FY2025_Q2
I-200-25008-604296,Certified,,2025-01-16T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,210000,,Year,179837,Year,San Francisco,CA,94110,210000,FY2025_Q2
I-200-25028-646342,Certified,,2025-02-03T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (AI Systems Engineer),15-1252.00,Software Developers,Y,245000,440000,Year,155605,Year,San Francisco,CA,94110,245000,FY2025_Q2
I-200-25028-646344,Certified,,2025-02-03T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Scientist),15-1221.00,Computer and Information Research Scientists,Y,245000,440000,Year,179837,Year,San Francisco,CA,94110,245000,FY2025_Q2
I-200-25028-646345,Certified,,2025-02-03T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,245000,440000,Year,179837,Year,San Francisco,CA,94110,245000,FY2025_Q2
I-200-25028-646349,Certified,,2025-02-03T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,245000,440000,Year,155605,Year,San Francisco,CA,94110,245000,FY2025_Q2
I-200-25045-697084,Certified,,2025-02-24T00:00:00,"OpenAI OpCo, LLC",Member of Data Science Staff,15-2051.00,Data Scientists,Y,245000,,Year,188885,Year,San Francisco,CA,94110,245000,FY2025_Q2
I-200-25050-708846,Certified,,2025-02-26T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,200000,,Year,155605,Year,San Francisco,CA,94110,200000,FY2025_Q2
I-200-25062-739845,Certified,,2025-03-10T00:00:00,"OpenAI OpCo, LLC",Member of Support and Community Staff,13-1082.00,Project Management Specialists,Y,235000,,Year,157373,Year,San Francisco,CA,94110,235000,FY2025_Q2
I-200-25063-743825,Certified,,2025-03-11T00:00:00,"OpenAI OpCo, LLC",Member of Program Staff,11-3071.04,Supply Chain Managers,Y,340000,,Year,174283,Year,San Francisco,CA,94110,340000,FY2025_Q2
I-200-25064-745847,Certified,,2025-03-12T00:00:00,"OpenAI OpCo, LLC",Member of Design Staff,27-1024.00,Graphic Designers,Y,245000,,Year,66539,Year,New York,NY,10012,245000,FY2025_Q2
I-200-25070-767160,Certified,,2025-03-18T00:00:00,"OpenAI OpCo, LLC",Member of Go To Market Staff,11-3021.00,Computer and Information Systems Managers,Y,280000,,Year,163509,Year,San Francisco,CA,94110,280000,FY2025_Q2
I-200-25077-784234,Certified,,2025-03-25T00:00:00,"OpenAI OpCo, LLC",Member of Go To Market Staff,15-1299.09,Information Technology Project Managers,Y,240000,,Year,153046,Year,New York,NY,10012,240000,FY2025_Q2
I-200-25078-788511,Certified,,2025-03-26T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (AI Systems Engineer),15-1211.00,Computer Systems Analysts,Y,440000,,Year,118789,Year,San Francisco,CA,94110,440000,FY2025_Q2
I-200-25078-788532,Certified,,2025-03-26T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (AI Systems Engineer),15-1252.00,Software Developers,Y,360000,,Year,163862,Year,Bellevue,WA,98004,360000,FY2025_Q2
I-200-25079-791128,Certified,,2025-03-27T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,200000,,Year,130250,Year,San Francisco,CA,94158,200000,FY2025_Q2
I-201-25063-743188,Certified,,2025-03-11T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,310000,,Year,155605,Year,San Francisco,CA,94110,310000,FY2025_Q2
I-202-25063-743169,Certified,,2025-03-11T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,295000,,Year,206315,Year,San Francisco,CA,94110,295000,FY2025_Q2
I-203-25022-635735,Certified,,2025-01-29T00:00:00,"OpenAI OpCo, LLC",Member of Intelligence and Investigations Staff,15-1212.00,Information Security Analysts,Y,382500,,Year,184579,Year,San Francisco,CA,94110,382500,FY2025_Q2
I-203-25028-646340,Certified,,2025-02-03T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,310000,,Year,155605,Year,San Francisco,CA,94110,310000,FY2025_Q2
I-200-25087-812047,Certified,,2025-04-04T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,200000,,Year,155605,Year,San Francisco,CA,94158,200000,FY2025_Q3
I-200-25087-812062,Certified,,2025-04-04T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,200000,,Year,155605,Year,San Francisco,CA,94158,200000,FY2025_Q3
I-200-25098-841536,Certified,,2025-04-15T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,460000,,Year,179837,Year,San Francisco,CA,94158,460000,FY2025_Q3
I-200-25104-861982,Certified,,2025-04-21T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Hardware Engineer),17-2061.00,Computer Hardware Engineers,Y,460000,,Year,177986,Year,San Francisco,CA,94158,460000,FY2025_Q3
I-200-25104-862007,Certified,,2025-04-21T00:00:00,"OpenAI OpCo, LLC",Member of Go-To-Market Staff (Support Engineer),15-1252.00,Software Developers,Y,235000,,Year,206315,Year,San Francisco,CA,94158,235000,FY2025_Q3
I-200-25112-889933,Certified,,2025-04-29T00:00:00,"OpenAI OpCo, LLC",Member of Go To Market Staff,15-1299.09,Information Technology Project Managers,Y,280000,,Year,173638,Year,San Francisco,CA,94158,280000,FY2025_Q3
I-200-25112-891062,Certified,,2025-04-29T00:00:00,"OpenAI OpCo, LLC",Member of Data Science Staff,15-2051.00,Data Scientists,Y,325000,,Year,188885,Year,San Francisco,CA,94158,325000,FY2025_Q3
I-200-25112-891108,Certified,,2025-04-29T00:00:00,"OpenAI OpCo, LLC",Member of Data Science Staff,15-2051.00,Data Scientists,Y,325000,,Year,188885,Year,San Francisco,CA,94158,325000,FY2025_Q3
I-200-25112-892772,Certified,,2025-04-29T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Hardware Engineer),17-2061.00,Computer Hardware Engineers,Y,380000,,Year,177986,Year,San Francisco,CA,94158,380000,FY2025_Q3
I-200-25118-913969,Certified,,2025-05-05T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Developer),15-1252.00,Software Developers,Y,325000,,Year,155605,Year,San Francisco,CA,94158,325000,FY2025_Q3
I-200-25126-944015,Certified,,2025-05-13T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,380000,,Year,179837,Year,San Francisco,CA,94158,380000,FY2025_Q3
I-200-25133-972524,Certified,,2025-05-20T00:00:00,"OpenAI OpCo, LLC",Member of Support and Community Staff,15-1253.00,Software Quality Assurance Analysts and Testers,Y,180000,,Year,160139,Year,San Francisco,CA,94158,180000,FY2025_Q3
I-200-25133-972531,Certified,,2025-05-20T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (AI Systems Engineer),15-1252.00,Software Developers,Y,380000,,Year,123656,Year,New York,NY,10012,380000,FY2025_Q3
I-200-25134-975302,Certified,,2025-05-21T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (AI Systems Engineer),15-1221.00,Computer and Information Research Scientists,Y,310000,,Year,179837,Year,San Francisco,CA,94158,310000,FY2025_Q3
I-200-25134-975336,Certified,,2025-05-21T00:00:00,"OpenAI OpCo, LLC",Member of Go To Market Staff,15-1299.09,Information Technology Project Managers,Y,180000,,Year,173638,Year,San Francisco,CA,94158,180000,FY2025_Q3
I-200-25134-975358,Certified,,2025-05-21T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Scientist),15-1221.00,Computer and Information Research Scientists,Y,380000,,Year,179837,Year,San Francisco,CA,94158,380000,FY2025_Q3
I-200-25134-975377,Certified,,2025-05-21T00:00:00,"OpenAI OpCo, LLC",Member of Go To Market Staff,15-1299.09,Information Technology Project Managers,Y,280000,,Year,173638,Year,San Francisco,CA,94158,280000,FY2025_Q3
I-200-25135-978272,Certified,,2025-05-21T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Scientist),15-1221.00,Computer and Information Research Scientists,Y,380000,,Year,179837,Year,San Francisco,CA,94158,380000,FY2025_Q3
I-200-25135-980503,Certified,,2025-05-22T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,405000,,Year,123656,Year,New York,NY,10012,405000,FY2025_Q3
I-200-25136-985170,Certified,,2025-05-23T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Hardware Engineer),17-2061.00,Computer Hardware Engineers,Y,380000,,Year,177986,Year,San Francisco,CA,94158,380000,FY2025_Q3
I-200-25136-987673,Certified,,2025-05-23T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Scientist),15-2021.00,Mathematicians,Y,685000,,Year,112341,Year,San Francisco,CA,94158,685000,FY2025_Q3
I-200-25140-999238,Certified,,2025-05-28T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,310000,460000,Year,179837,Year,San Francisco,CA,94158,310000,FY2025_Q3
I-200-25141-001834,Certified,,2025-05-29T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,255000,,Year,155605,Year,San Francisco,CA,94158,255000,FY2025_Q3
I-200-25142-008728,Certified,,2025-05-30T00:00:00,"OpenAI OpCo, LLC",Member of Program Staff,13-2051.00,Financial and Investment Analysts,Y,355000,,Year,126942,Year,Seattle,WA,98112,355000,FY2025_Q3
I-200-25143-014066,Certified,,2025-06-02T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (AI Systems Engineer),15-1221.00,Computer and Information Research Scientists,Y,460000,575000,Year,179837,Year,San Francisco,CA,94158,460000,FY2025_Q3
I-200-25147-019474,Certified,,2025-06-03T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Scientist),15-1221.00,Computer and Information Research Scientists,Y,380000,,Year,113693,Year,New York,NY,10012,380000,FY2025_Q3
I-200-25147-020785,Certified,,2025-06-03T00:00:00,"OpenAI OpCo, LLC",Member of Program Staff,15-1299.09,Information Technology Project Managers,Y,240000,,Year,105560,Year,San Francisco,CA,94158,240000,FY2025_Q3
I-200-25147-021554,Certified,,2025-06-03T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,310000,,Year,179837,Year,San Francisco,CA,94158,310000,FY2025_Q3
I-200-25147-021576,Certified,,2025-06-03T00:00:00,"OpenAI OpCo, LLC",Member of Program Staff,15-2051.00,Data Scientists,Y,150000,,Year,128398,Year,San Francisco,CA,94158,150000,FY2025_Q3
I-200-25147-022279,Certified,,2025-06-03T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,170000,325000,Year,155605,Year,San Francisco,CA,94158,170000,FY2025_Q3
I-200-25148-024833,Certified,,2025-06-04T00:00:00,"OpenAI OpCo, LLC",Member of Intelligence & Investigations Staff,15-1299.05,Information Security Engineers,Y,320000,,Year,139589,Year,San Francisco,CA,94158,320000,FY2025_Q3
I-200-25149-027105,Certified,,2025-06-04T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (AI Systems Engineer),17-2199.05,Mechatronics Engineers,Y,380000,,Year,134077,Year,San Francisco,CA,94158,380000,FY2025_Q3
I-200-25149-028363,Certified,,2025-06-05T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,380000,,Year,179837,Year,San Francisco,CA,94158,380000,FY2025_Q3
I-200-25154-045368,Certified,,2025-06-10T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (SWE),15-1252.00,Software Developers,Y,255000,350000,Year,155605,Year,San Francisco,CA,94158,255000,FY2025_Q3
I-200-25160-070893,Certified,,2025-06-16T00:00:00,"OpenAI, L.L.C.",Member of Go To Market Staff,15-1299.09,Information Technology Project Managers,Y,280000,365000,Year,153046,Year,New York,NY,10012,280000,FY2025_Q3
I-200-25168-100110,Certified,,2025-06-25T00:00:00,"OpenAI OpCo, LLC",Member of Data Science Staff,11-3031.00,Financial Managers,Y,405000,510000,Year,174574,Year,San Francisco,CA,94158,405000,FY2025_Q3
I-200-25168-100128,Certified,,2025-06-25T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,310000,400000,Year,179837,Year,San Francisco,CA,94158,310000,FY2025_Q3
I-200-25168-104122,Certified,,2025-06-25T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (AI Systems Engineer),15-1252.00,Software Developers,Y,255000,460000,Year,155605,Year,San Francisco,CA,94158,255000,FY2025_Q3
I-200-25168-104123,Certified,,2025-06-25T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,255000,460000,Year,179837,Year,San Francisco,CA,94158,255000,FY2025_Q3
I-200-25168-104125,Certified,,2025-06-25T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Scientist),15-1221.00,Computer and Information Research Scientists,Y,255000,460000,Year,179837,Year,San Francisco,CA,94158,255000,FY2025_Q3
I-200-25168-104130,Certified,,2025-06-25T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,255000,460000,Year,155605,Year,San Francisco,CA,94158,255000,FY2025_Q3
I-200-25174-119691,Certified,,2025-06-30T00:00:00,"OpenAI OpCo, LLC",Member of Data Science Staff,15-2051.00,Data Scientists,Y,188885,350000,Year,188885,Year,San Francisco,CA,94158,188885,FY2025_Q3
I-201-25168-103369,Certified,,2025-06-25T00:00:00,"OpenAI OpCo, LLC",Member of Global Affairs Staff,19-3011.00,Economists,Y,190000,,Year,118310,Year,San Francisco,CA,94158,190000,FY2025_Q3
I-202-25132-964402,Certified,,2025-05-19T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research Engineer),15-1221.00,Computer and Information Research Scientists,Y,380000,,Year,243027,Year,San Francisco,CA,94158,380000,FY2025_Q3
I-203-25097-839292,Certified,,2025-04-14T00:00:00,"OpenAI, L.L.C.",Member of Go To Market Staff,15-1299.09,Information Technology Project Managers,Y,280000,,Year,153046,Year,New York,NY,10012,280000,FY2025_Q3
I-203-25140-999106,Certified,,2025-05-28T00:00:00,"OpenAI OpCo, LLC",Member of Go To Market Staff,11-3031.00,Financial Managers,Y,290000,,Year,223454,Year,San Francisco,CA,94158,290000,FY2025_Q3
I-203-25154-045349,Certified,,2025-06-10T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Security Engineer),15-1299.05,Information Security Engineers,Y,325000,405000,Year,105560,Year,San Francisco,CA,94158,325000,FY2025_Q3
I-200-24060-759270,Certified - Withdrawn,,2025-07-18T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff,15-1221.00,Computer and Information Research Scientists,Y,440000,,Year,203923,Year,San Francisco,CA,94110,440000,FY2025_Q4
I-200-25175-123570,Certified,,2025-07-01T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research & AI Systems Engineer),15-1221.00,Computer and Information Research Scientists,Y,400000,600000,Year,179837,Year,San Francisco,CA,94158,400000,FY2025_Q4
I-200-25177-133275,Certified,,2025-07-03T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Research & AI Systems),15-1221.00,Computer and Information Research Scientists,Y,405000,510000,Year,179837,Year,San Francisco,CA,94158,405000,FY2025_Q4
I-200-25178-136594,Certified,,2025-07-07T00:00:00,"OpenAI OpCo, LLC",Member of Data Science Staff,15-2051.00,Data Scientists,Y,325000,,Year,188885,Year,San Francisco,CA,94158,325000,FY2025_Q4
I-200-25178-137233,Certified,,2025-07-07T00:00:00,"OpenAI OpCo, LLC",Member of Technical Staff (Software Engineer),15-1252.00,Software Developers,Y,490000,,Year,155605,Year,San Francisco,CA,94158,490000,FY2025_Q4
I-200-25188-157277,Certified,,2025-07-14T00:00:00,"OpenAI OpCo, LLC",Member of Program Staff,15-1299.09,Information Technology Project Managers,Y,319500,,Year,185994,Year,San Francisco,CA,94158,319500,FY2025_Q4
